"translation","V1","V2","TimeSec","TimeAbsolute"
"0",9401,2933193.5,2933.1935,0
"0",9402,2951239.6,2951.2396,0
"0",9403,2977617.2,2977.6172,0
"0",9404,2992530.6,2992.5306,0
"0",9405,2999479,2999.479,0
"0",9406,3011076.5,3011.0765,0
"0",9406,3019791.3,3019.7913,0
"0",9406,3020091.2,3020.0912,0
"0",9407,3026556.5,3026.5565,0
"0",9408,3035088,3035.088,0
"0",9409,3043619.4,3043.6194,0
"0",9410,3052100.9,3052.1009,0
"0",9411,3062482,3062.482,0
"0",9412,3070712,3070.712,0
"0",9413,3079128.4,3079.1284,0
"0",9414,3090409.3,3090.4093,0
"0",9415,3119986.2,3119.9862,0
"0",9415,3126484.7,3126.4847,0
"0",9416,3134366.3,3134.3663,0
"0",9417,3142298,3142.298,0
"0",9418,3151645.9,3151.6459,0
"0",9419,3165276.3,3165.2763,0
"0",9420,3176540.5,3176.5405,0
"0",9421,3193470.1,3193.4701,0
"0",9422,3203284.7,3203.2847,0
"0",9423,3216931.7,3216.9317,0
"0",9424,3229261.1,3229.2611,0
"0",9425,3247241.8,3247.2418,0
"0",9426,3255873.2,3255.8732,0
